Results of experiments stored in: ./experiments/CartPole-v1_15

Episode: 1 (908), exploration: 0.9991603023395271, score: 46.0

Episode: 958 (1865), exploration: 0.35914774021584395, score: 189.0
Scores: (min: 15.0, avg: 104.79, max: 294.0)

Episode: 959 (1866), exploration: 0.35785705553488567, score: 120.0
Scores: (min: 15.0, avg: 105.65, max: 294.0)

Episode: 960 (1867), exploration: 0.3560151587929487, score: 171.0
Model Saved
Scores: (min: 15.0, avg: 106.94, max: 294.0)

Episode: 961 (1868), exploration: 0.35388533590676857, score: 199.0
Scores: (min: 15.0, avg: 107.84, max: 294.0)

Episode: 962 (1869), exploration: 0.35303697863410094, score: 80.0
Scores: (min: 15.0, avg: 108.39, max: 294.0)

Episode: 963 (1870), exploration: 0.3518949214303252, score: 109.0
Scores: (min: 15.0, avg: 108.2, max: 294.0)

Episode: 964 (1871), exploration: 0.3499996968508865, score: 179.0
Scores: (min: 15.0, avg: 108.73, max: 294.0)

Episode: 965 (1872), exploration: 0.3486163558722337, score: 133.0
Scores: (min: 15.0, avg: 108.78, max: 294.0)

Episode: 966 (1873), exploration: 0.3472384824190687, score: 131.0
Scores: (min: 15.0, avg: 109.12, max: 294.0)

Episode: 967 (1874), exploration: 0.34499551752770397, score: 216.0
Scores: (min: 15.0, avg: 109.58, max: 294.0)

Episode: 968 (1875), exploration: 0.34289046668112255, score: 205.0
Scores: (min: 15.0, avg: 110.71, max: 294.0)

Episode: 969 (1876), exploration: 0.3409618924242441, score: 187.0
Scores: (min: 15.0, avg: 110.92, max: 294.0)

Episode: 970 (1877), exploration: 0.3377041250913354, score: 319.0
Scores: (min: 15.0, avg: 112.75, max: 319.0)

Episode: 971 (1878), exploration: 0.3364501243919496, score: 124.0
Scores: (min: 15.0, avg: 112.95, max: 319.0)

Episode: 972 (1879), exploration: 0.3343169642487861, score: 215.0
Scores: (min: 15.0, avg: 114.08, max: 319.0)

Episode: 973 (1880), exploration: 0.3331554936546309, score: 116.0
Scores: (min: 15.0, avg: 113.62, max: 319.0)

Episode: 974 (1881), exploration: 0.3314009634104261, score: 176.0
Scores: (min: 15.0, avg: 115.23, max: 319.0)

Episode: 975 (1882), exploration: 0.3300119150630867, score: 140.0
Scores: (min: 15.0, avg: 116.44, max: 319.0)

Episode: 976 (1883), exploration: 0.32693723102363587, score: 310.0
Scores: (min: 15.0, avg: 118.69, max: 319.0)

Episode: 977 (1884), exploration: 0.32615347552573126, score: 82.0
Scores: (min: 15.0, avg: 118.59, max: 319.0)

Episode: 978 (1885), exploration: 0.32482540077441524, score: 133.0
Scores: (min: 15.0, avg: 119.5, max: 319.0)

Episode: 979 (1886), exploration: 0.32346391352502346, score: 142.0
Scores: (min: 15.0, avg: 120.54, max: 319.0)

Episode: 980 (1887), exploration: 0.3223014673468055, score: 120.0
Scores: (min: 15.0, avg: 121.45, max: 319.0)

Episode: 981 (1888), exploration: 0.3217990389075164, score: 53.0
Scores: (min: 15.0, avg: 119.98, max: 319.0)

Episode: 982 (1889), exploration: 0.32048869512570655, score: 136.0
Scores: (min: 15.0, avg: 120.73, max: 319.0)

Episode: 983 (1890), exploration: 0.3201427334297991, score: 34.0
Scores: (min: 15.0, avg: 120.74, max: 319.0)

Episode: 984 (1891), exploration: 0.31738845058940973, score: 289.0
Scores: (min: 15.0, avg: 122.01, max: 319.0)

Episode: 985 (1892), exploration: 0.31586854552100824, score: 159.0
Scores: (min: 15.0, avg: 123.24, max: 319.0)

Episode: 986 (1893), exploration: 0.3146201047171502, score: 131.0
Scores: (min: 16.0, avg: 124.4, max: 319.0)

Episode: 987 (1894), exploration: 0.31258783616188585, score: 219.0
Scores: (min: 16.0, avg: 126.15, max: 319.0)

Episode: 988 (1895), exploration: 0.3109789409114201, score: 169.0
Scores: (min: 16.0, avg: 127.47, max: 319.0)

Episode: 989 (1896), exploration: 0.31049416290150245, score: 53.0
Scores: (min: 16.0, avg: 126.98, max: 319.0)

Episode: 990 (1897), exploration: 0.3096383292545967, score: 91.0
Scores: (min: 16.0, avg: 126.63, max: 319.0)

Episode: 991 (1898), exploration: 0.30771208663080823, score: 211.0
Scores: (min: 16.0, avg: 128.34, max: 319.0)

Episode: 992 (1899), exploration: 0.3060915515569945, score: 176.0
Scores: (min: 17.0, avg: 129.94, max: 319.0)

Episode: 993 (1900), exploration: 0.3040413895782277, score: 224.0
Scores: (min: 17.0, avg: 130.78, max: 319.0)

Episode: 994 (1901), exploration: 0.30283969449907655, score: 130.0
Scores: (min: 17.0, avg: 131.62, max: 319.0)

Episode: 995 (1902), exploration: 0.30131713116592784, score: 168.0
Scores: (min: 17.0, avg: 132.66, max: 319.0)

Episode: 996 (1903), exploration: 0.30016222292942063, score: 127.0
Scores: (min: 17.0, avg: 132.49, max: 319.0)

Episode: 997 (1904), exploration: 0.2984023425827506, score: 199.0
Scores: (min: 17.0, avg: 133.92, max: 319.0)

Episode: 998 (1905), exploration: 0.29729428165457583, score: 124.0
Scores: (min: 17.0, avg: 134.75, max: 319.0)

Episode: 999 (1906), exploration: 0.29686646032448955, score: 45.0
Scores: (min: 17.0, avg: 134.81, max: 319.0)

Episode: 1000 (1907), exploration: 0.2959061119754731, score: 110.0
Scores: (min: 17.0, avg: 134.2, max: 319.0)

Episode: 1001 (1908), exploration: 0.29424179941661877, score: 186.0
Scores: (min: 17.0, avg: 134.36, max: 319.0)

Episode: 1002 (1909), exploration: 0.2925166310896108, score: 198.0
Scores: (min: 17.0, avg: 134.6, max: 319.0)

Episode: 1003 (1910), exploration: 0.29195550434370504, score: 64.0
Scores: (min: 17.0, avg: 133.85, max: 319.0)

Episode: 1004 (1911), exploration: 0.2893742622651924, score: 296.0
Scores: (min: 17.0, avg: 135.62, max: 319.0)

Episode: 1005 (1912), exploration: 0.28826512944678906, score: 127.0
Scores: (min: 17.0, avg: 136.34, max: 319.0)

Episode: 1006 (1913), exploration: 0.28716024778603616, score: 128.0
Scores: (min: 17.0, avg: 137.32, max: 319.0)

Episode: 1007 (1914), exploration: 0.2859223170939131, score: 146.0
Scores: (min: 17.0, avg: 136.87, max: 319.0)

Episode: 1008 (1915), exploration: 0.28482641511935486, score: 127.0
Scores: (min: 17.0, avg: 137.59, max: 319.0)

Episode: 1009 (1916), exploration: 0.2838368826068687, score: 116.0
Scores: (min: 17.0, avg: 135.81, max: 319.0)

Episode: 1010 (1917), exploration: 0.28261327874371356, score: 143.0
Scores: (min: 17.0, avg: 136.66, max: 319.0)

Episode: 1011 (1918), exploration: 0.2811924061715496, score: 170.0
Scores: (min: 17.0, avg: 137.27, max: 319.0)

Episode: 1012 (1919), exploration: 0.28011463331252157, score: 128.0
Scores: (min: 17.0, avg: 137.0, max: 319.0)

Episode: 1013 (1920), exploration: 0.27954374770805424, score: 68.0
Scores: (min: 17.0, avg: 136.89, max: 319.0)

Episode: 1014 (1921), exploration: 0.2779381080626653, score: 192.0
Scores: (min: 17.0, avg: 137.8, max: 319.0)

Episode: 1015 (1922), exploration: 0.2759771386207324, score: 233.0
Scores: (min: 17.0, avg: 138.14, max: 319.0)

Episode: 1016 (1923), exploration: 0.2734715197663127, score: 305.0
Scores: (min: 21.0, avg: 141.02, max: 319.0)

Episode: 1017 (1924), exploration: 0.27235796235282733, score: 137.0
Scores: (min: 21.0, avg: 141.6, max: 319.0)

Episode: 1018 (1925), exploration: 0.2711513013686793, score: 148.0
Scores: (min: 21.0, avg: 141.67, max: 319.0)

Episode: 1019 (1926), exploration: 0.2705662115761058, score: 72.0
Scores: (min: 21.0, avg: 141.06, max: 319.0)

Episode: 1020 (1927), exploration: 0.26933516470717556, score: 153.0
Scores: (min: 21.0, avg: 141.69, max: 319.0)

Episode: 1021 (1928), exploration: 0.268302839067748, score: 125.0
Scores: (min: 21.0, avg: 141.71, max: 319.0)

Episode: 1022 (1929), exploration: 0.2668578220914655, score: 183.0
Scores: (min: 21.0, avg: 141.47, max: 319.0)

Episode: 1023 (1930), exploration: 0.2657393026612983, score: 138.0
Scores: (min: 21.0, avg: 142.31, max: 319.0)

Episode: 1024 (1931), exploration: 0.2644349982524205, score: 164.0
Model Saved
Scores: (min: 21.0, avg: 142.96, max: 319.0)

Episode: 1025 (1932), exploration: 0.2632950347549237, score: 145.0
Scores: (min: 21.0, avg: 143.19, max: 319.0)

Episode: 1026 (1933), exploration: 0.2621914485458635, score: 140.0
Scores: (min: 21.0, avg: 142.5, max: 319.0)

Episode: 1027 (1934), exploration: 0.2608106433812863, score: 176.0
Scores: (min: 21.0, avg: 142.86, max: 319.0)

Episode: 1028 (1935), exploration: 0.2595616772704147, score: 161.0
Scores: (min: 21.0, avg: 143.82, max: 319.0)

Episode: 1029 (1936), exploration: 0.25844272236885935, score: 143.0
Scores: (min: 21.0, avg: 143.96, max: 319.0)

Episode: 1030 (1937), exploration: 0.2562192630142832, score: 289.0
Scores: (min: 21.0, avg: 144.9, max: 319.0)

Episode: 1031 (1938), exploration: 0.2543504739922653, score: 244.0
Scores: (min: 21.0, avg: 145.86, max: 319.0)

Episode: 1032 (1939), exploration: 0.2536493925557745, score: 89.0
Scores: (min: 21.0, avg: 146.26, max: 319.0)

Episode: 1033 (1940), exploration: 0.2526165494950131, score: 139.0
Scores: (min: 21.0, avg: 146.98, max: 319.0)

Episode: 1034 (1941), exploration: 0.2514369955779419, score: 156.0
Scores: (min: 21.0, avg: 147.93, max: 319.0)

Episode: 1035 (1942), exploration: 0.25011282766939547, score: 176.0
Scores: (min: 21.0, avg: 148.47, max: 319.0)

Episode: 1036 (1943), exploration: 0.24891509109851226, score: 160.0
Scores: (min: 21.0, avg: 149.62, max: 319.0)

Episode: 1037 (1944), exploration: 0.2473369203300429, score: 211.0
Scores: (min: 21.0, avg: 150.05, max: 319.0)

Episode: 1038 (1945), exploration: 0.24632978122649937, score: 134.0
Scores: (min: 21.0, avg: 150.22, max: 319.0)

Episode: 1039 (1946), exploration: 0.24529730391565532, score: 142.0
Scores: (min: 21.0, avg: 150.58, max: 319.0)

Episode: 1040 (1947), exploration: 0.24403475425259832, score: 173.0
Scores: (min: 21.0, avg: 150.68, max: 319.0)

Episode: 1041 (1948), exploration: 0.2429244226321686, score: 150.0
Scores: (min: 21.0, avg: 150.89, max: 319.0)

Episode: 1042 (1949), exploration: 0.2413552677751864, score: 217.0
Scores: (min: 21.0, avg: 152.38, max: 319.0)

Episode: 1043 (1950), exploration: 0.2402571275271353, score: 151.0
Scores: (min: 21.0, avg: 152.38, max: 319.0)

Episode: 1044 (1951), exploration: 0.23893448268134126, score: 186.0
Scores: (min: 21.0, avg: 152.65, max: 319.0)

Episode: 1045 (1952), exploration: 0.23776174196864566, score: 161.0
Scores: (min: 21.0, avg: 153.52, max: 319.0)

Episode: 1046 (1953), exploration: 0.23659475731411198, score: 167.0
Scores: (min: 21.0, avg: 154.67, max: 319.0)

Episode: 1047 (1954), exploration: 0.2352640391909606, score: 185.0
Scores: (min: 21.0, avg: 155.89, max: 319.0)

Episode: 1048 (1955), exploration: 0.23439043046733002, score: 124.0
Scores: (min: 21.0, avg: 156.36, max: 319.0)

Episode: 1049 (1956), exploration: 0.2333239794723844, score: 155.0
Scores: (min: 21.0, avg: 157.01, max: 319.0)

Episode: 1050 (1957), exploration: 0.2322902555442741, score: 145.0
Scores: (min: 21.0, avg: 156.8, max: 319.0)

Episode: 1051 (1958), exploration: 0.2313166241092708, score: 143.0
Scores: (min: 21.0, avg: 156.93, max: 319.0)

Episode: 1052 (1959), exploration: 0.2300708063240559, score: 178.0
Scores: (min: 34.0, avg: 158.5, max: 319.0)

Episode: 1053 (1960), exploration: 0.22861211203751663, score: 213.0
Scores: (min: 34.0, avg: 158.82, max: 319.0)

Episode: 1054 (1961), exploration: 0.22746273688747953, score: 168.0
Scores: (min: 34.0, avg: 158.75, max: 319.0)

Episode: 1055 (1962), exploration: 0.22621052672559613, score: 184.0
Scores: (min: 34.0, avg: 159.56, max: 319.0)

Episode: 1056 (1963), exploration: 0.22518129340402793, score: 150.0
Scores: (min: 34.0, avg: 159.41, max: 319.0)

Episode: 1057 (1964), exploration: 0.2241298441731014, score: 157.0
Scores: (min: 34.0, avg: 159.03, max: 319.0)

Episode: 1058 (1965), exploration: 0.22305653452523583, score: 160.0
Scores: (min: 34.0, avg: 158.74, max: 319.0)

Episode: 1059 (1966), exploration: 0.22209495111563674, score: 145.0
Scores: (min: 34.0, avg: 158.99, max: 319.0)

Episode: 1060 (1967), exploration: 0.22079278678679984, score: 196.0
Scores: (min: 34.0, avg: 159.24, max: 319.0)

Episode: 1061 (1968), exploration: 0.21955094623980828, score: 186.0
Scores: (min: 34.0, avg: 159.11, max: 319.0)

Episode: 1062 (1969), exploration: 0.21813277086693167, score: 218.0
Scores: (min: 34.0, avg: 160.49, max: 319.0)

Episode: 1063 (1970), exploration: 0.21721847972620856, score: 140.0
Scores: (min: 34.0, avg: 160.8, max: 319.0)

Episode: 1064 (1971), exploration: 0.21612638744596596, score: 168.0
Scores: (min: 34.0, avg: 160.69, max: 319.0)

Episode: 1065 (1972), exploration: 0.21516885612533554, score: 148.0
Scores: (min: 34.0, avg: 160.84, max: 319.0)

Episode: 1066 (1973), exploration: 0.21416415842211015, score: 157.0
Scores: (min: 34.0, avg: 161.1, max: 319.0)

Episode: 1067 (1974), exploration: 0.21301071984610961, score: 178.0
Scores: (min: 34.0, avg: 160.72, max: 319.0)

Episode: 1068 (1975), exploration: 0.21199065729463135, score: 160.0
Scores: (min: 34.0, avg: 160.27, max: 319.0)

Episode: 1069 (1976), exploration: 0.21067187534373752, score: 210.0
Scores: (min: 34.0, avg: 160.5, max: 319.0)

Episode: 1070 (1977), exploration: 0.20966301301585516, score: 159.0
Scores: (min: 34.0, avg: 158.9, max: 310.0)

Episode: 1071 (1978), exploration: 0.2088844688838102, score: 124.0
Scores: (min: 34.0, avg: 158.9, max: 310.0)

Episode: 1072 (1979), exploration: 0.20783427685494535, score: 169.0
Scores: (min: 34.0, avg: 158.44, max: 310.0)

Episode: 1073 (1980), exploration: 0.20686382683551477, score: 156.0
Scores: (min: 34.0, avg: 158.84, max: 310.0)

Episode: 1074 (1981), exploration: 0.20582379382988247, score: 168.0
Scores: (min: 34.0, avg: 158.76, max: 310.0)

Episode: 1075 (1982), exploration: 0.2049610950684777, score: 139.0
Scores: (min: 34.0, avg: 158.75, max: 310.0)

Episode: 1076 (1983), exploration: 0.20420001062364523, score: 124.0
Scores: (min: 34.0, avg: 156.89, max: 305.0)

Episode: 1077 (1984), exploration: 0.2035394336663924, score: 109.0
Scores: (min: 34.0, avg: 157.16, max: 305.0)

Episode: 1078 (1985), exploration: 0.20249181251731235, score: 170.0
Scores: (min: 34.0, avg: 157.53, max: 305.0)

Episode: 1079 (1986), exploration: 0.20157049676864092, score: 154.0
Scores: (min: 34.0, avg: 157.65, max: 305.0)

Episode: 1080 (1987), exploration: 0.20041271884083517, score: 189.0
Scores: (min: 34.0, avg: 158.34, max: 305.0)

Episode: 1081 (1988), exploration: 0.19962060636442389, score: 133.0
Scores: (min: 34.0, avg: 159.14, max: 305.0)

Episode: 1082 (1989), exploration: 0.19890322120564957, score: 120.0
Scores: (min: 34.0, avg: 158.98, max: 305.0)

Episode: 1083 (1990), exploration: 0.197879462726019, score: 171.0
Scores: (min: 45.0, avg: 160.35, max: 305.0)

Episode: 1084 (1991), exploration: 0.19695549517190192, score: 157.0
Scores: (min: 45.0, avg: 159.03, max: 305.0)

Episode: 1085 (1992), exploration: 0.1958007259216647, score: 195.0
Scores: (min: 45.0, avg: 159.39, max: 305.0)

Episode: 1086 (1993), exploration: 0.19519074312509962, score: 106.0
Scores: (min: 45.0, avg: 159.14, max: 305.0)

Episode: 1087 (1994), exploration: 0.19418609283734434, score: 173.0
Scores: (min: 45.0, avg: 158.68, max: 305.0)

Episode: 1088 (1995), exploration: 0.19367408697641486, score: 86.0
Model Saved
Scores: (min: 45.0, avg: 157.85, max: 305.0)

Episode: 1089 (1996), exploration: 0.1930012322279924, score: 116.0
Scores: (min: 45.0, avg: 158.48, max: 305.0)

Episode: 1090 (1997), exploration: 0.19223841295736546, score: 133.0
Scores: (min: 45.0, avg: 158.9, max: 305.0)

Episode: 1091 (1998), exploration: 0.1912948663797048, score: 165.0
Scores: (min: 45.0, avg: 158.44, max: 305.0)

Episode: 1092 (1999), exploration: 0.19053879136006932, score: 129.0
Scores: (min: 45.0, avg: 157.97, max: 305.0)

Episode: 1093 (2000), exploration: 0.1898084816738447, score: 130.0
Scores: (min: 45.0, avg: 157.03, max: 305.0)

Episode: 1094 (2001), exploration: 0.18903559445659113, score: 135.0
Scores: (min: 45.0, avg: 157.08, max: 305.0)

Episode: 1095 (2002), exploration: 0.1881980868086579, score: 148.0
Scores: (min: 45.0, avg: 156.88, max: 305.0)

Episode: 1096 (2003), exploration: 0.18709466309656295, score: 198.0
Scores: (min: 45.0, avg: 157.59, max: 305.0)

Episode: 1097 (2004), exploration: 0.18635518898650683, score: 129.0
Scores: (min: 45.0, avg: 156.89, max: 305.0)

Episode: 1098 (2005), exploration: 0.18559636334201313, score: 136.0
Scores: (min: 45.0, avg: 157.01, max: 305.0)

Episode: 1099 (2006), exploration: 0.18475192005160343, score: 153.0
Scores: (min: 64.0, avg: 158.09, max: 305.0)

Episode: 1100 (2007), exploration: 0.1838009985751468, score: 174.0
Scores: (min: 64.0, avg: 158.73, max: 305.0)

Episode: 1101 (2008), exploration: 0.18303060711133592, score: 139.0
Scores: (min: 64.0, avg: 158.26, max: 305.0)

Episode: 1102 (2009), exploration: 0.18219783773303747, score: 151.0
Scores: (min: 64.0, avg: 157.79, max: 305.0)

Episode: 1103 (2010), exploration: 0.18147771786600395, score: 133.0
Scores: (min: 68.0, avg: 158.48, max: 305.0)

Episode: 1104 (2011), exploration: 0.18069537825383664, score: 145.0
Scores: (min: 68.0, avg: 156.97, max: 305.0)

Episode: 1105 (2012), exploration: 0.17972219477944695, score: 178.0
Scores: (min: 68.0, avg: 157.48, max: 305.0)

Episode: 1106 (2013), exploration: 0.1789044783178397, score: 152.0
Scores: (min: 68.0, avg: 157.72, max: 305.0)

Episode: 1107 (2014), exploration: 0.17815461034104912, score: 140.0
Scores: (min: 68.0, avg: 157.66, max: 305.0)

Episode: 1108 (2015), exploration: 0.17738659644711788, score: 143.0
Scores: (min: 68.0, avg: 157.82, max: 305.0)

Episode: 1109 (2016), exploration: 0.17662189341525258, score: 144.0
Scores: (min: 68.0, avg: 158.1, max: 305.0)

Episode: 1110 (2017), exploration: 0.17592381194522022, score: 134.0
Scores: (min: 68.0, avg: 158.01, max: 305.0)

Episode: 1111 (2018), exploration: 0.17506034086191102, score: 165.0
Scores: (min: 68.0, avg: 157.96, max: 305.0)

Episode: 1112 (2019), exploration: 0.17424292366893507, score: 153.0
Scores: (min: 68.0, avg: 158.21, max: 305.0)

Episode: 1113 (2020), exploration: 0.17351259433414018, score: 141.0
Scores: (min: 72.0, avg: 158.94, max: 305.0)

Episode: 1114 (2021), exploration: 0.17251597501168572, score: 193.0
Scores: (min: 72.0, avg: 158.95, max: 305.0)

Episode: 1115 (2022), exploration: 0.17181350170447243, score: 134.0
Scores: (min: 72.0, avg: 157.96, max: 305.0)

Episode: 1116 (2023), exploration: 0.17111388882074927, score: 136.0
Scores: (min: 72.0, avg: 156.27, max: 289.0)

Episode: 1117 (2024), exploration: 0.17035578190989506, score: 150.0
Scores: (min: 72.0, avg: 156.4, max: 289.0)

Episode: 1118 (2025), exploration: 0.16958068160929696, score: 150.0
Scores: (min: 72.0, avg: 156.42, max: 289.0)

Episode: 1119 (2026), exploration: 0.1688698937977409, score: 140.0
Scores: (min: 86.0, avg: 157.1, max: 289.0)

Episode: 1120 (2027), exploration: 0.1679603996449074, score: 180.0
Scores: (min: 86.0, avg: 157.37, max: 289.0)

Episode: 1121 (2028), exploration: 0.1671360146646662, score: 164.0
Scores: (min: 86.0, avg: 157.76, max: 289.0)

Episode: 1122 (2029), exploration: 0.1664554481897761, score: 137.0
Scores: (min: 86.0, avg: 157.3, max: 289.0)

Episode: 1123 (2030), exploration: 0.16575775961689382, score: 142.0
Scores: (min: 86.0, avg: 157.34, max: 289.0)

Episode: 1124 (2031), exploration: 0.1649441856573444, score: 161.0
Scores: (min: 86.0, avg: 157.31, max: 289.0)

Episode: 1125 (2032), exploration: 0.16425283145567657, score: 143.0
Scores: (min: 86.0, avg: 157.29, max: 289.0)

Episode: 1126 (2033), exploration: 0.16354474730094146, score: 143.0
Scores: (min: 86.0, avg: 157.32, max: 289.0)

Episode: 1127 (2034), exploration: 0.16278110039150148, score: 156.0
Scores: (min: 86.0, avg: 157.12, max: 289.0)

Episode: 1128 (2035), exploration: 0.16194326312150017, score: 170.0
Scores: (min: 86.0, avg: 157.21, max: 289.0)

Episode: 1129 (2036), exploration: 0.16130319756113443, score: 135.0
Scores: (min: 86.0, avg: 157.13, max: 289.0)

Episode: 1130 (2037), exploration: 0.16039595392330572, score: 186.0
Scores: (min: 86.0, avg: 156.1, max: 244.0)

Episode: 1131 (2038), exploration: 0.1587300314544076, score: 348.0
Scores: (min: 86.0, avg: 157.14, max: 348.0)

Episode: 1132 (2039), exploration: 0.15804575576090868, score: 145.0
Scores: (min: 86.0, avg: 157.7, max: 348.0)

Episode: 1133 (2040), exploration: 0.15732666474195323, score: 152.0
Scores: (min: 86.0, avg: 157.83, max: 348.0)

Episode: 1134 (2041), exploration: 0.15668604127223315, score: 134.0
Scores: (min: 86.0, avg: 157.61, max: 348.0)

Episode: 1135 (2042), exploration: 0.15601057709843605, score: 144.0
Scores: (min: 86.0, avg: 157.29, max: 348.0)

Episode: 1136 (2043), exploration: 0.15518896292382847, score: 177.0
Scores: (min: 86.0, avg: 157.46, max: 348.0)

Episode: 1137 (2044), exploration: 0.1543531510974021, score: 181.0
Scores: (min: 86.0, avg: 157.16, max: 348.0)

Episode: 1138 (2045), exploration: 0.1535402655918447, score: 174.0
Scores: (min: 86.0, avg: 157.56, max: 348.0)

Episode: 1139 (2046), exploration: 0.15282333306280396, score: 156.0
Scores: (min: 86.0, avg: 157.7, max: 348.0)

Episode: 1140 (2047), exploration: 0.15179974196621837, score: 225.0
Scores: (min: 86.0, avg: 158.22, max: 348.0)

Episode: 1141 (2048), exploration: 0.15107280563073414, score: 160.0
Scores: (min: 86.0, avg: 158.32, max: 348.0)

Episode: 1142 (2049), exploration: 0.15036739452445114, score: 155.0
Scores: (min: 86.0, avg: 157.7, max: 348.0)

Episode: 1143 (2050), exploration: 0.14953960364311392, score: 186.0
Scores: (min: 86.0, avg: 158.05, max: 348.0)

Episode: 1144 (2051), exploration: 0.14880563180537573, score: 164.0
Scores: (min: 86.0, avg: 157.83, max: 348.0)

Episode: 1145 (2052), exploration: 0.14800419912254484, score: 180.0
Scores: (min: 86.0, avg: 158.02, max: 348.0)

Episode: 1146 (2053), exploration: 0.14718941792067108, score: 185.0
Scores: (min: 86.0, avg: 158.2, max: 348.0)

Episode: 1147 (2054), exploration: 0.14673087512239788, score: 104.0
Scores: (min: 86.0, avg: 157.39, max: 348.0)

Episode: 1148 (2055), exploration: 0.14599316783250058, score: 166.0
Scores: (min: 86.0, avg: 157.81, max: 348.0)

Episode: 1149 (2056), exploration: 0.14522430934663422, score: 177.0
Scores: (min: 86.0, avg: 158.03, max: 348.0)

Episode: 1150 (2057), exploration: 0.14442483177767168, score: 185.0
Scores: (min: 86.0, avg: 158.43, max: 348.0)

Episode: 1151 (2058), exploration: 0.1437504623573536, score: 155.0
Scores: (min: 86.0, avg: 158.55, max: 348.0)

Episode: 1152 (2059), exploration: 0.14340585426592836, score: 80.0
Model Saved
Scores: (min: 80.0, avg: 157.57, max: 348.0)

Episode: 1153 (2060), exploration: 0.1427362428035422, score: 154.0
Scores: (min: 80.0, avg: 156.98, max: 348.0)

Episode: 1154 (2061), exploration: 0.14203566329222833, score: 167.0
Scores: (min: 80.0, avg: 156.97, max: 348.0)

Episode: 1155 (2062), exploration: 0.1412876466100834, score: 175.0
Scores: (min: 80.0, avg: 156.88, max: 348.0)

Episode: 1156 (2063), exploration: 0.14062792579081868, score: 155.0
Scores: (min: 80.0, avg: 156.93, max: 348.0)

Episode: 1157 (2064), exploration: 0.13982018898844029, score: 192.0
Scores: (min: 80.0, avg: 157.28, max: 348.0)

Episode: 1158 (2065), exploration: 0.13916732023563433, score: 157.0
Scores: (min: 80.0, avg: 157.25, max: 348.0)

Episode: 1159 (2066), exploration: 0.13850087785252563, score: 158.0
Scores: (min: 80.0, avg: 157.38, max: 348.0)

Episode: 1160 (2067), exploration: 0.13775494418882558, score: 182.0
Scores: (min: 80.0, avg: 157.24, max: 348.0)

Episode: 1161 (2068), exploration: 0.1367994414528833, score: 230.0
Scores: (min: 80.0, avg: 157.68, max: 348.0)

Episode: 1162 (2069), exploration: 0.13576907554316364, score: 254.0
Scores: (min: 80.0, avg: 158.04, max: 348.0)

Episode: 1163 (2070), exploration: 0.13490827282791357, score: 211.0
Scores: (min: 80.0, avg: 158.75, max: 348.0)

Episode: 1164 (2071), exploration: 0.13426222610737387, score: 162.0
Scores: (min: 80.0, avg: 158.69, max: 348.0)

Episode: 1165 (2072), exploration: 0.13302728326291643, score: 307.0
Scores: (min: 80.0, avg: 160.28, max: 348.0)

Episode: 1166 (2073), exploration: 0.1321680019877718, score: 216.0
Scores: (min: 80.0, avg: 160.87, max: 348.0)

Episode: 1167 (2074), exploration: 0.13156665193717987, score: 152.0
Scores: (min: 80.0, avg: 160.61, max: 348.0)

Episode: 1168 (2075), exploration: 0.13074818319837528, score: 209.0
Scores: (min: 80.0, avg: 161.1, max: 348.0)

Episode: 1169 (2076), exploration: 0.1298724486260794, score: 223.0
Scores: (min: 80.0, avg: 161.23, max: 348.0)

Episode: 1170 (2077), exploration: 0.12921949912224562, score: 167.0
Scores: (min: 80.0, avg: 161.31, max: 348.0)

Episode: 1171 (2078), exploration: 0.12844645718913136, score: 200.0
Scores: (min: 80.0, avg: 162.07, max: 348.0)

Episode: 1172 (2079), exploration: 0.12775467430742005, score: 181.0
Scores: (min: 80.0, avg: 162.19, max: 348.0)

Episode: 1173 (2080), exploration: 0.12720393153014956, score: 143.0
Scores: (min: 80.0, avg: 162.06, max: 348.0)

Episode: 1174 (2081), exploration: 0.12632161325609131, score: 231.0
Scores: (min: 80.0, avg: 162.69, max: 348.0)

Episode: 1175 (2082), exploration: 0.12535512135529114, score: 259.0
Scores: (min: 80.0, avg: 163.89, max: 348.0)

Episode: 1176 (2083), exploration: 0.12505461178883678, score: 77.0
Scores: (min: 77.0, avg: 163.42, max: 348.0)

Episode: 1177 (2084), exploration: 0.12426174088689013, score: 213.0
Scores: (min: 77.0, avg: 164.46, max: 348.0)

Episode: 1178 (2085), exploration: 0.12362216345744732, score: 174.0
Scores: (min: 77.0, avg: 164.5, max: 348.0)

Episode: 1179 (2086), exploration: 0.1229121041256846, score: 189.0
Scores: (min: 77.0, avg: 164.85, max: 348.0)

Episode: 1180 (2087), exploration: 0.12233818506073522, score: 158.0
Scores: (min: 77.0, avg: 164.54, max: 348.0)

Episode: 1181 (2088), exploration: 0.12170850820794538, score: 170.0
Scores: (min: 77.0, avg: 164.91, max: 348.0)

Episode: 1182 (2089), exploration: 0.12109660390578246, score: 169.0
Scores: (min: 77.0, avg: 165.4, max: 348.0)

